"order_id";"account_id";"bank_to";"account_to";"amount";"k_symbol"
31019;1108;"ST";"17273038";31.00;"SIPO"
31020;1108;"OP";"30477523";2335.00;"SIPO"
31021;1110;"CD";"84862774";5427.00;"SIPO"
31022;1111;"UV";"64148080";3962.00;"SIPO"
31023;1113;"CD";"6762576";3837.00;"SIPO"
31024;1113;"YZ";"4878908";1809.00;" "
31025;1114;"EF";"41164273";3350.00;"SIPO"
31026;1115;"OP";"13170951";2293.00;"SIPO"
31027;1116;"ST";"41694200";8086.00;"SIPO"
31028;1117;"UV";"52116602";1640.00;"SIPO"
31029;1117;"YZ";"64481568";1075.00;"SIPO"
31030;1118;"UV";"32868296";3637.00;"SIPO"
31031;1118;"GH";"4071104";1388.00;" "
31034;1120;"GH";"5904931";1508.00;"SIPO"
31035;1120;"KL";"15175223";1195.00;"SIPO"
31036;1123;"YZ";"11799949";2444.00;"SIPO"
31037;1123;"WX";"23123979";6668.00;" "
31038;1124;"WX";"20725280";4813.70;"LEASING"
31039;1124;"YZ";"35057538";1030.00;"SIPO"
31040;1124;"GH";"54822939";2739.00;" "
31041;1125;"YZ";"68780326";7895.00;"UVER"
31042;1125;"ST";"79252308";11827.00;"SIPO"
31043;1125;"UV";"34524190";238.00;" "
31044;1125;"YZ";"64038717";1.00;"POJISTNE"
31045;1126;"WX";"12984758";2791.00;"SIPO"
31046;1127;"WX";"43852061";6260.00;"SIPO"
31047;1128;"QR";"14786029";2070.00;"SIPO"
31048;1129;"OP";"21761328";4604.00;"SIPO"
31049;1129;"EF";"57572519";2085.00;" "
31050;1130;"QR";"6974792";2241.00;"SIPO"
31053;1133;"WX";"45995962";2103.00;"SIPO"
31054;1133;"ST";"40755695";895.00;"SIPO"
31055;1134;"OP";"83356666";1973.00;"SIPO"
31056;1134;"ST";"64548426";6007.00;" "
31057;1135;"YZ";"62011670";1735.00;"SIPO"
31058;1136;"IJ";"88794064";3081.80;"LEASING"
31059;1136;"YZ";"58973252";6249.00;"SIPO"
31060;1136;"YZ";"17459643";2884.00;" "
31061;1137;"GH";"1497954";2121.00;"SIPO"
31062;1139;"MN";"67396074";3081.80;"LEASING"
31063;1139;"CD";"88400810";1191.00;"SIPO"
31064;1139;"UV";"4895151";3110.00;" "
31065;1139;"UV";"35875827";2386.00;"POJISTNE"
31066;1139;"OP";"71055465";479.00;" "
31067;1140;"YZ";"74234366";2790.00;"SIPO"
31068;1141;"OP";"42710840";1028.00;"SIPO"
31069;1141;"QR";"31942546";907.00;" "
31070;1141;"IJ";"44392269";248.00;"POJISTNE"
31071;1142;"KL";"67380297";2077.00;"SIPO"
31075;1144;"GH";"64795172";2250.00;"SIPO"
31076;1145;"IJ";"24233013";478.00;"SIPO"
31077;1145;"KL";"38151466";1469.00;" "
31078;1146;"OP";"77362507";3437.00;"SIPO"
31079;1146;"QR";"46465182";1384.00;" "
31081;1151;"WX";"90602427";3263.00;"SIPO"
31082;1152;"GH";"77527123";2186.00;"SIPO"
31083;1153;"QR";"24663144";4918.00;"SIPO"
31084;1153;"MN";"55908048";1033.00;" "
31085;1154;"IJ";"42328703";3475.00;"SIPO"
31086;1155;"QR";"81956076";2260.00;"SIPO"
31087;1158;"CD";"11980402";2171.00;"SIPO"
31088;1159;"KL";"37861478";6470.00;"SIPO"
31089;1160;"YZ";"20354813";3487.00;"SIPO"
31090;1160;"CD";"47398275";171.00;" "
31091;1161;"ST";"53418099";3947.00;"SIPO"
31096;1165;"CD";"13145977";8270.00;"SIPO"
31097;1166;"CD";"62584346";3105.20;"UVER"
31098;1166;"EF";"69850820";4397.00;"SIPO"
31102;1168;"WX";"84145503";2432.00;"SIPO"
31103;1168;"GH";"54825097";1838.00;" "
31104;1168;"MN";"2626044";48.00;"POJISTNE"
31105;1168;"WX";"34381449";40.00;" "
31106;1169;"EF";"74447035";7748.00;"SIPO"
31107;1169;"WX";"2818489";591.00;" "
31108;1170;"YZ";"66010159";2279.30;"LEASING"
31109;1170;"EF";"53990995";13057.00;"SIPO"
31110;1171;"AB";"8577967";7893.00;"SIPO"
31111;1173;"YZ";"85918098";950.00;"SIPO"
31112;1173;"AB";"55954945";1352.00;" "
31113;1174;"GH";"72342484";720.00;"SIPO"
31114;1174;"IJ";"14356726";829.00;" "
31115;1174;"IJ";"69252133";3182.00;"POJISTNE"
31119;1176;"YZ";"67840176";2267.00;"SIPO"
31120;1177;"YZ";"63586568";541.00;"SIPO"
31121;1177;"IJ";"89210205";3499.00;" "
31122;1177;"OP";"30046618";6306.00;"UVER"
31123;1178;"GH";"17762130";5639.00;"SIPO"
31124;1179;"UV";"68278848";2808.00;"SIPO"
31125;1181;"OP";"84730392";3418.00;"SIPO"
31126;1181;"WX";"99466686";329.00;" "
31127;1181;"YZ";"73321759";123.00;"POJISTNE"
31128;1182;"UV";"22986358";1662.70;"LEASING"
31129;1183;"YZ";"94248866";1882.00;"SIPO"
31130;1183;"QR";"47705107";1046.00;" "
31131;1185;"KL";"67108410";2581.00;"SIPO"
31132;1185;"ST";"46177363";249.00;"SIPO"
31133;1187;"WX";"56067287";2288.00;"SIPO"
31134;1188;"KL";"60496938";4421.00;"SIPO"
31135;1189;"GH";"69967859";1944.00;"SIPO"
31136;1189;"GH";"59060120";344.00;" "
31137;1190;"KL";"18257963";8249.00;"SIPO"
31142;1193;"KL";"465041";7334.00;"SIPO"
31143;1194;"WX";"70871931";3171.00;"SIPO"
31144;1195;"IJ";"70545512";1890.00;"SIPO"
31145;1195;"IJ";"17328250";453.00;"SIPO"
31146;1196;"GH";"66254877";12445.00;"SIPO"
31147;1197;"ST";"79359864";2582.00;"SIPO"
31148;1199;"IJ";"97586124";1948.00;"SIPO"
31149;1199;"UV";"49255633";762.00;" "
31150;1200;"KL";"65062272";3743.00;"SIPO"
31151;1200;"EF";"63795244";525.00;" "
31152;1200;"EF";"13788360";3156.00;"POJISTNE"
31153;1201;"CD";"73948222";5873.00;"SIPO"
31154;1201;"OP";"53580081";1836.00;" "
31159;1203;"EF";"84286474";465.00;"SIPO"
31160;1203;"UV";"74031829";3232.00;" "
31161;1203;"AB";"89206337";118.00;"POJISTNE"
31162;1203;"EF";"31680542";346.00;" "
31163;1204;"WX";"46599167";2154.00;"SIPO"
31164;1204;"MN";"21313643";4992.00;" "
31165;1205;"YZ";"8382422";2989.00;"SIPO"
31166;1206;"KL";"50189578";3279.00;"SIPO"
31167;1207;"ST";"70412289";9252.00;"SIPO"
31168;1207;"YZ";"3589851";1110.00;"LEASING"
31169;1208;"ST";"82192122";4426.00;"SIPO"
31170;1208;"IJ";"36384171";2126.00;" "
31171;1209;"AB";"9581202";3568.00;"SIPO"
31172;1211;"QR";"57585883";3073.00;"SIPO"
31173;1211;"KL";"33158874";890.00;" "
31174;1211;"OP";"16959125";372.00;"POJISTNE"
31175;1212;"CD";"49310952";2805.00;"SIPO"
31176;1213;"AB";"19831466";2984.00;"SIPO"
31177;1214;"EF";"29751098";4469.00;"SIPO"
31178;1215;"QR";"60905134";2508.00;"SIPO"
31179;1216;"OP";"9067219";2349.00;"SIPO"
31180;1217;"AB";"9696394";151.00;"SIPO"
31181;1217;"YZ";"58911669";1956.00;" "
31182;1218;"IJ";"27704996";3213.40;"LEASING"
31183;1219;"IJ";"86177932";3986.00;"SIPO"
31184;1220;"CD";"48306894";2770.00;"SIPO"
31185;1221;"QR";"20722085";3213.40;"LEASING"
31186;1222;"WX";"91109859";1727.00;"SIPO"
31187;1223;"WX";"7625335";1398.00;"SIPO"
31188;1223;"CD";"87986993";4963.00;" "
31194;1226;"CD";"52769649";3826.00;"SIPO"
31195;1227;"YZ";"31759178";5511.00;"SIPO"
31196;1227;"GH";"57943856";101.00;" "
31197;1227;"MN";"14547312";980.00;"POJISTNE"
31198;1227;"YZ";"39771598";2344.00;" "
31199;1228;"AB";"34928244";1980.00;"SIPO"
31200;1229;"UV";"85866784";5505.00;"SIPO"
31201;1230;"IJ";"91985517";3213.40;"LEASING"
31202;1231;"GH";"5624753";3485.00;"SIPO"
31203;1231;"IJ";"9577274";665.00;"LEASING"
31204;1233;"GH";"76341795";2260.00;"SIPO"
31205;1234;"WX";"71036088";2236.00;"SIPO"
31206;1235;"QR";"36736953";1843.00;"SIPO"
31207;1235;"GH";"56642502";1049.00;"SIPO"
31208;1238;"IJ";"28000951";2256.00;"SIPO"
31209;1239;"KL";"83388852";3744.00;"SIPO"
31210;1240;"MN";"14062285";4353.00;"SIPO"
31211;1241;"EF";"97685855";1368.00;"SIPO"
31212;1241;"IJ";"21271294";2201.00;" "
31213;1241;"WX";"87002157";227.00;"POJISTNE"
31214;1242;"CD";"11588836";5355.70;"UVER"
31215;1242;"GH";"12355560";4910.00;"SIPO"
31216;1242;"AB";"62675297";3674.00;" "
31217;1242;"OP";"25744539";422.00;"POJISTNE"
31218;1242;"UV";"13214141";38.00;" "
31219;1244;"EF";"22533941";903.00;"SIPO"
31220;1244;"IJ";"81744551";2122.00;" "
31221;1244;"WX";"97042274";406.00;"POJISTNE"
31222;1244;"QR";"49724513";54.00;" "
31223;1244;"AB";"67696446";748.00;"UVER"
31224;1245;"IJ";"42008179";3611.00;"SIPO"
31225;1246;"AB";"34252166";3239.00;"SIPO"
31226;1247;"YZ";"9652227";2077.00;"UVER"
31227;1248;"AB";"25126809";3176.00;"SIPO"
31228;1249;"ST";"91224199";704.00;"SIPO"
31229;1249;"GH";"65504103";392.00;" "
31230;1249;"QR";"4520500";1361.00;"POJISTNE"
31231;1250;"GH";"21845096";3805.20;"UVER"
31232;1250;"YZ";"14470041";61.00;"SIPO"
31233;1250;"IJ";"49418222";10069.00;" "
31234;1251;"UV";"78350180";7870.00;"SIPO"
31235;1252;"UV";"84370898";4114.70;"UVER"
31236;1253;"OP";"64931833";3865.00;"SIPO"
31237;1253;"WX";"10639518";5330.00;" "
31238;1255;"GH";"13613921";4598.00;"UVER"
31239;1256;"AB";"72944313";1178.00;"SIPO"
31240;1256;"ST";"69528400";5450.00;" "
31241;1256;"IJ";"9768981";1974.00;"UVER"
31242;1257;"CD";"16047442";4387.00;"SIPO"
31243;1258;"AB";"56178200";759.00;"SIPO"
31244;1258;"OP";"77309888";1174.00;" "
31245;1259;"IJ";"29708302";724.00;"SIPO"
31246;1259;"MN";"46119725";2108.00;" "
31247;1259;"EF";"47106474";464.00;"POJISTNE"
31248;1259;"WX";"87490993";1429.00;"UVER"
31249;1260;"QR";"76420205";6594.00;"SIPO"
31250;1261;"CD";"48037660";9222.00;"SIPO"
31251;1262;"EF";"16308558";2821.00;"SIPO"
31252;1264;"YZ";"35251403";6605.00;"SIPO"
31253;1265;"QR";"2120972";1870.00;"SIPO"
31254;1266;"MN";"3816020";9291.00;"SIPO"
31255;1267;"GH";"53632640";2271.00;"SIPO"
31256;1267;"YZ";"92731403";867.00;" "
31257;1267;"OP";"38344526";21.00;"POJISTNE"
31258;1267;"QR";"69378167";1672.00;" "
31259;1268;"ST";"70287799";2220.00;"SIPO"
31260;1269;"CD";"70135479";6840.00;"SIPO"
31261;1269;"EF";"78545605";599.00;" "
31262;1270;"AB";"27904290";2077.30;"UVER"
31263;1270;"WX";"88882463";4162.00;"SIPO"
31264;1271;"EF";"44934696";4128.00;"SIPO"
31265;1272;"IJ";"75666576";1246.40;"LEASING"
31266;1273;"IJ";"25406718";3863.00;"SIPO"
31267;1275;"IJ";"30025339";1903.00;"SIPO"
31268;1276;"OP";"19942432";3839.00;"SIPO"
31269;1276;"YZ";"87970047";508.00;" "
31270;1276;"AB";"23086488";169.00;"POJISTNE"
31271;1277;"OP";"2533764";3175.00;"SIPO"
31276;1279;"QR";"61846792";3587.00;"SIPO"
31277;1280;"EF";"39353507";2491.00;"SIPO"
31282;1284;"AB";"29951918";4375.50;"UVER"
31283;1285;"YZ";"21816671";7213.00;"SIPO"
31284;1286;"IJ";"38014668";8500.00;"SIPO"
31285;1287;"EF";"52661430";2623.00;"SIPO"
31286;1287;"UV";"28742987";6619.00;" "
31287;1287;"CD";"8041507";525.00;"POJISTNE"
31288;1288;"IJ";"87367409";2948.00;"SIPO"
31289;1289;"OP";"91892945";6950.00;"SIPO"
31291;1291;"OP";"71369182";1333.00;"SIPO"
31292;1291;"IJ";"15883821";335.00;"SIPO"
31293;1292;"MN";"61391454";1653.00;"SIPO"
31294;1292;"UV";"43192416";1457.00;" "
31295;1292;"KL";"75588404";221.00;"POJISTNE"
31296;1293;"MN";"91569077";3484.00;"SIPO"
31297;1294;"ST";"59882163";1404.00;"SIPO"
31298;1294;"UV";"31563121";2177.00;" "
31299;1295;"UV";"74620097";3282.00;"SIPO"
31300;1296;"GH";"57227110";1607.00;"SIPO"
31301;1297;"IJ";"23392784";2878.00;"SIPO"
31302;1297;"UV";"17594236";3311.00;" "
31303;1298;"MN";"11863774";5822.00;"SIPO"
31304;1299;"CD";"17364889";317.00;"SIPO"
31305;1299;"GH";"4791987";2291.00;" "
31308;1302;"UV";"38729328";3924.00;"SIPO"
31309;1303;"IJ";"57378178";3601.00;"SIPO"
31310;1304;"CD";"84192180";2368.90;"LEASING"
31311;1306;"YZ";"36806219";5023.00;"SIPO"
31312;1306;"IJ";"20391887";942.00;" "
31313;1306;"EF";"58231496";1888.00;"POJISTNE"
31314;1307;"OP";"88894867";3297.00;"SIPO"
31315;1308;"CD";"27181756";3206.00;"SIPO"
31316;1309;"AB";"95435869";2600.00;"LEASING"
31317;1309;"YZ";"27833730";10199.00;"SIPO"
31318;1311;"UV";"53567492";9327.00;"SIPO"
31319;1312;"ST";"56866002";1690.00;"SIPO"
31320;1314;"IJ";"52970862";6889.00;"SIPO"
31321;1315;"YZ";"869143";2813.00;"SIPO"
31322;1315;"QR";"62296283";299.00;" "
31323;1315;"MN";"4333562";3160.00;"POJISTNE"
31324;1316;"KL";"70345508";1130.00;"SIPO"
31325;1316;"WX";"87733494";619.00;" "
31326;1316;"EF";"61034697";233.00;"POJISTNE"
31327;1317;"YZ";"54353141";3493.00;"SIPO"
31328;1318;"ST";"77757256";5154.00;"UVER"
31329;1318;"AB";"10788429";8677.00;"SIPO"
31330;1318;"AB";"50830727";1762.00;" "
31331;1318;"MN";"13490295";2015.00;"POJISTNE"
31332;1318;"AB";"44717049";744.00;" "
31333;1319;"IJ";"20581275";6185.00;"SIPO"
31334;1319;"YZ";"35347509";884.00;" "
31335;1319;"EF";"91518568";1362.00;"POJISTNE"
31336;1320;"EF";"72762423";4377.00;"SIPO"
31337;1320;"MN";"96369796";907.00;" "
31338;1320;"ST";"17258435";149.00;"POJISTNE"
31339;1320;"KL";"99194561";80.00;" "
31340;1321;"EF";"33750575";2683.00;"SIPO"
31341;1321;"CD";"3041947";636.00;"LEASING"
31342;1322;"ST";"3167045";1485.00;"SIPO"
31343;1322;"OP";"6584710";1431.00;"SIPO"
31344;1323;"OP";"80685257";9720.00;"SIPO"
31345;1324;"ST";"6513697";2741.00;"SIPO"
31346;1324;"GH";"7442152";680.00;" "
31347;1325;"QR";"62716066";362.00;"SIPO"
31348;1325;"UV";"37066787";1766.00;" "
31349;1326;"YZ";"57284325";96.00;"SIPO"
31350;1326;"QR";"42594999";786.00;" "
31351;1326;"ST";"57544726";1207.00;"POJISTNE"
31352;1326;"QR";"85305046";954.00;" "
31353;1328;"AB";"49398750";3249.80;"LEASING"
31354;1329;"UV";"31472492";1960.20;"UVER"
31355;1329;"QR";"69419830";3368.00;"SIPO"
31356;1329;"AB";"48227208";5081.00;" "
31358;1331;"YZ";"74847352";1096.00;"SIPO"
31359;1331;"EF";"79824220";3320.00;" "
31360;1332;"MN";"12752318";4755.00;"SIPO"
31361;1333;"MN";"53933286";6508.00;"SIPO"
31362;1335;"QR";"86276912";5367.00;"SIPO"
31363;1335;"MN";"66854125";1044.00;" "
31364;1336;"CD";"63792580";9426.00;"SIPO"
31365;1337;"WX";"46227514";3264.00;"SIPO"
31366;1338;"CD";"87075221";4545.00;"SIPO"
31367;1338;"OP";"42143994";897.00;" "
31368;1338;"IJ";"85222345";157.00;"POJISTNE"
31369;1340;"KL";"25240075";818.00;"SIPO"
31370;1340;"CD";"67103540";472.00;" "
31371;1340;"GH";"64112800";1120.00;"POJISTNE"
31372;1341;"MN";"57686775";2098.00;"SIPO"
31373;1342;"YZ";"42622768";1079.00;"LEASING"
31374;1342;"EF";"75854611";2517.00;"SIPO"
31375;1342;"ST";"45400208";1011.00;" "
31376;1342;"YZ";"30762762";3665.00;"POJISTNE"
31380;1345;"ST";"37129354";3294.00;"SIPO"
31381;1345;"AB";"89492493";848.00;" "
31382;1346;"WX";"66261118";1592.00;"SIPO"
31383;1346;"AB";"56407761";475.00;" "
31384;1347;"ST";"98295950";2066.00;"SIPO"
31385;1348;"CD";"53150421";5025.00;"SIPO"
31386;1348;"ST";"8676511";17.00;" "
31387;1348;"UV";"14109647";492.00;"POJISTNE"
31388;1349;"QR";"14006042";2292.00;"SIPO"
31389;1349;"OP";"96585589";1521.00;"SIPO"
31390;1350;"OP";"97355442";1079.00;"LEASING"
31391;1350;"MN";"23763126";6875.00;"SIPO"
31392;1350;"QR";"96030205";3493.00;" "
31393;1351;"QR";"55786406";2227.00;"SIPO"
31394;1352;"GH";"58356165";2976.00;"SIPO"
31395;1352;"WX";"39692401";3445.00;" "
31396;1352;"EF";"54978299";370.00;"POJISTNE"
31397;1352;"EF";"98708682";213.00;" "
31398;1353;"QR";"64405166";651.00;"SIPO"
31399;1353;"QR";"98736470";6646.00;" "
31400;1354;"QR";"24313408";3080.00;"SIPO"
31401;1355;"WX";"64249014";3606.00;"SIPO"
31402;1357;"EF";"34856063";2290.00;"SIPO"
31403;1358;"GH";"97084825";2980.00;"SIPO"
31404;1361;"AB";"67573106";6195.00;"SIPO"
31405;1363;"QR";"46678805";5046.00;"SIPO"
31406;1363;"KL";"28982448";1517.00;" "
31407;1363;"MN";"35128331";82.00;"POJISTNE"
31408;1363;"OP";"19618755";243.00;" "
31411;1365;"OP";"53364294";2314.00;"SIPO"
31412;1366;"GH";"26513684";4773.00;"SIPO"
31413;1366;"ST";"24074399";310.00;" "
31414;1366;"UV";"48775595";1.00;"POJISTNE"
31415;1367;"MN";"3021765";3872.00;"SIPO"
31416;1367;"ST";"41883254";193.00;" "
31417;1367;"QR";"58902168";717.00;"POJISTNE"
31418;1367;"UV";"69351130";431.00;" "
31419;1368;"CD";"10035527";4439.00;"SIPO"
31420;1369;"AB";"25008797";6005.00;"SIPO"
31421;1369;"KL";"43920379";1738.00;" "
31422;1370;"WX";"50552004";1852.00;"SIPO"
31423;1371;"QR";"48874825";3074.00;"SIPO"
31424;1373;"MN";"6348324";1628.00;"SIPO"
31425;1373;"CD";"9301025";346.00;" "
31426;1374;"WX";"38325822";8107.30;"UVER"
31427;1375;"CD";"90090238";5930.00;"SIPO"
31428;1375;"MN";"47862768";1889.00;"UVER"
31429;1376;"QR";"86161052";2731.00;"SIPO"
31430;1377;"QR";"94826453";2272.00;"SIPO"
31431;1378;"QR";"81520026";2953.00;"SIPO"
31432;1378;"EF";"29417294";1347.00;" "
31433;1378;"OP";"12318605";693.00;"POJISTNE"
31434;1378;"AB";"95008945";881.00;" "
31435;1379;"AB";"47752141";6953.00;"SIPO"
31436;1380;"KL";"34163099";8829.00;"SIPO"
31437;1380;"CD";"91279375";1100.00;" "
31438;1380;"QR";"88771873";1200.00;"LEASING"
31439;1381;"ST";"30807364";2705.00;"SIPO"
31440;1382;"IJ";"22867429";2059.00;"SIPO"
31441;1383;"GH";"38012504";2173.00;"SIPO"
31442;1385;"QR";"75899833";9834.00;"SIPO"
31447;1389;"IJ";"18867123";5227.70;"UVER"
31448;1389;"WX";"71177351";6376.00;"SIPO"
31449;1390;"AB";"35191500";1011.00;"SIPO"
31450;1390;"EF";"43511337";6147.00;" "
31451;1391;"QR";"42852616";3053.00;"SIPO"
31452;1392;"EF";"64765941";3081.00;"SIPO"
31453;1392;"ST";"15265077";4216.00;" "
31454;1393;"IJ";"81478815";5254.00;"SIPO"
31455;1394;"YZ";"28259659";1454.00;"SIPO"
31456;1394;"ST";"14472324";646.00;"SIPO"
31457;1395;"ST";"54942530";3432.00;"SIPO"
31458;1396;"AB";"60094183";14707.00;"SIPO"
31459;1397;"MN";"51145178";8319.00;"SIPO"
31460;1399;"IJ";"36796647";5427.00;"SIPO"
31461;1399;"WX";"32165342";13.00;" "
31462;1399;"YZ";"87596064";29.00;"POJISTNE"
31463;1399;"KL";"64385211";345.00;" "
31468;1401;"IJ";"35891682";2463.00;"SIPO"
31469;1402;"ST";"2188045";2073.00;"SIPO"
31470;1402;"IJ";"79063850";2221.00;" "
31471;1402;"IJ";"52195531";471.00;"POJISTNE"
31472;1402;"EF";"12338292";374.00;" "
31473;1403;"ST";"50271129";9120.00;"SIPO"
31474;1404;"IJ";"6610733";2121.00;"LEASING"
31475;1404;"UV";"64530676";6306.00;"SIPO"
31476;1404;"CD";"76187407";123.00;" "
31477;1404;"WX";"45402222";53.00;"POJISTNE"
31478;1404;"IJ";"96404462";483.00;" "
31479;1405;"GH";"27032226";2229.00;"SIPO"
31480;1405;"ST";"63219690";158.00;" "
31481;1406;"EF";"24323117";2302.00;"SIPO"
31482;1406;"CD";"43622702";458.00;"SIPO"
31483;1407;"UV";"51198023";5227.70;"UVER"
31484;1407;"ST";"30396717";14882.00;"SIPO"
31487;1410;"KL";"63791805";3816.00;"SIPO"
31488;1411;"CD";"50814467";5174.00;"SIPO"
31489;1412;"OP";"20603227";936.00;"SIPO"
31490;1412;"MN";"65591120";1773.00;" "
31491;1412;"ST";"86234765";1110.00;"POJISTNE"
31492;1413;"GH";"68355953";2016.00;"SIPO"
31493;1413;"AB";"67985760";3477.00;" "
31494;1413;"ST";"30746954";620.00;"POJISTNE"
31495;1414;"AB";"31974488";1920.00;"SIPO"
31496;1414;"MN";"8757979";5397.00;" "
31497;1414;"YZ";"13936388";1817.00;"POJISTNE"
31500;1416;"GH";"1996410";3688.00;"LEASING"
31501;1417;"QR";"84443246";7394.00;"SIPO"
31502;1418;"OP";"96634888";6759.00;"SIPO"
31503;1419;"QR";"61356300";3305.00;"SIPO"
31504;1420;"QR";"22850889";1794.00;"SIPO"
31505;1422;"UV";"24991828";2655.00;"SIPO"
31506;1423;"WX";"64437407";2394.00;"SIPO"
31507;1423;"IJ";"50862812";1213.00;" "
31508;1424;"YZ";"45458507";6224.00;"SIPO"
31509;1425;"MN";"22342765";4069.00;"SIPO"
31510;1426;"GH";"15124905";2681.00;"SIPO"
31511;1427;"AB";"54532253";6046.00;"SIPO"
31513;1429;"EF";"8150911";2166.00;"SIPO"
31514;1430;"CD";"90607785";4127.00;"UVER"
31515;1432;"CD";"68369197";3267.20;"LEASING"
31516;1432;"IJ";"80977028";13590.00;"SIPO"
31518;1434;"QR";"81822454";3214.00;"SIPO"
31519;1435;"WX";"87787443";7949.00;"SIPO"
31520;1436;"QR";"96351390";3104.00;"SIPO"
31521;1437;"ST";"58229595";1753.00;"SIPO"
31522;1437;"OP";"22823983";314.00;" "
31523;1437;"AB";"52723318";65.00;"POJISTNE"
31524;1437;"GH";"27458155";29.00;" "
31525;1439;"MN";"79379254";2122.00;"SIPO"
31526;1440;"ST";"85377597";56.00;"SIPO"
31527;1440;"IJ";"63291668";2020.00;" "
31528;1440;"IJ";"66044574";56.00;"POJISTNE"
31529;1441;"IJ";"27838117";2425.00;"SIPO"
31530;1442;"QR";"70648139";5950.00;"SIPO"
31531;1443;"UV";"43636268";7505.00;"SIPO"
31532;1444;"YZ";"56467163";2024.00;"SIPO"
31533;1445;"YZ";"18387353";1361.00;"SIPO"
31534;1445;"AB";"68283045";668.00;" "
31535;1445;"EF";"22041118";1075.00;"POJISTNE"
31536;1445;"IJ";"82043331";1420.00;" "
31537;1446;"GH";"83373719";4877.00;"SIPO"
31538;1447;"YZ";"1155138";2084.70;"UVER"
31539;1447;"OP";"54932880";8210.00;"SIPO"
31540;1448;"CD";"82941960";7156.00;"UVER"
31541;1449;"KL";"82136630";2820.00;"SIPO"
31542;1449;"UV";"17508918";320.00;" "
31543;1450;"UV";"804383";3103.00;"SIPO"
31544;1451;"UV";"44489443";3734.00;"SIPO"
31545;1453;"OP";"2968991";1250.80;"LEASING"
31546;1453;"ST";"62248831";6820.00;"SIPO"
31547;1456;"CD";"25505447";1250.80;"LEASING"
31553;1458;"ST";"80573415";3259.00;"SIPO"
31554;1459;"EF";"28272974";1542.00;"SIPO"
31555;1459;"OP";"25038093";582.00;" "
31556;1460;"UV";"8283299";3417.00;"SIPO"
31557;1461;"MN";"76424008";4217.10;"LEASING"
31558;1461;"EF";"52034497";8705.00;"SIPO"
31560;1463;"QR";"31343501";719.00;"SIPO"
31561;1463;"YZ";"71522283";1505.00;" "
31562;1465;"WX";"32052809";1904.00;"SIPO"
31563;1465;"CD";"77944719";218.00;" "
31564;1466;"ST";"82133537";10056.00;"SIPO"
31565;1467;"QR";"10475975";6814.00;"SIPO"
31566;1468;"AB";"25955593";439.00;"SIPO"
31567;1468;"IJ";"53378862";1710.00;" "
31568;1469;"EF";"97405832";3574.00;"SIPO"
31569;1470;"AB";"72926729";4060.00;"SIPO"
31570;1471;"CD";"85543155";7823.00;"SIPO"
31571;1471;"YZ";"17326855";12.00;" "
31572;1471;"MN";"59438282";176.00;"POJISTNE"
31573;1472;"MN";"39937996";3527.00;"SIPO"
31574;1472;"OP";"3332001";2375.00;" "
31575;1473;"QR";"28500956";1984.00;"SIPO"
31576;1474;"IJ";"16386759";2695.00;"SIPO"
31577;1476;"YZ";"33632028";3467.00;"SIPO"
31578;1477;"OP";"39149236";2100.00;"SIPO"
31579;1478;"KL";"82071739";11931.00;"SIPO"
31580;1479;"QR";"35573202";2162.00;"SIPO"
31581;1480;"WX";"70736652";3425.20;"UVER"
31582;1481;"EF";"82271873";2065.00;"SIPO"
31583;1482;"KL";"43270033";2687.00;"SIPO"
31584;1482;"KL";"10367054";1766.00;" "
31585;1482;"GH";"84175443";335.00;"POJISTNE"
31586;1483;"YZ";"92452376";1962.00;"SIPO"
31587;1483;"AB";"39453744";2701.00;" "
31588;1484;"GH";"82517391";2346.00;"SIPO"
31589;1484;"IJ";"29707634";794.00;"SIPO"
31590;1485;"MN";"47115165";336.00;"SIPO"
31591;1485;"EF";"43014037";5949.00;" "
31592;1485;"OP";"33874970";1018.00;"LEASING"
31593;1486;"KL";"50455820";3592.00;"SIPO"
31594;1486;"KL";"1473415";2291.00;" "
31595;1486;"MN";"12761944";2235.00;"POJISTNE"
31596;1487;"KL";"70317125";2204.00;"SIPO"
31597;1488;"WX";"69482773";5850.00;"SIPO"
31598;1488;"CD";"64393782";230.00;" "
31601;1490;"CD";"39819097";1657.70;"LEASING"
31602;1491;"OP";"94478863";6966.00;"SIPO"
31603;1492;"KL";"60810822";1546.00;"SIPO"
31604;1493;"EF";"95543610";2264.00;"SIPO"
31605;1493;"GH";"85806101";51.00;"SIPO"
31606;1495;"IJ";"9478509";3059.00;"SIPO"
31607;1495;"MN";"97259157";670.00;" "
31608;1496;"AB";"4760909";6931.00;"SIPO"
31609;1496;"GH";"36367225";161.00;" "
31610;1496;"AB";"44200831";33.00;"POJISTNE"
31611;1497;"WX";"59296756";261.00;"SIPO"
31612;1497;"YZ";"74438202";5463.00;" "
31613;1498;"ST";"26674098";2762.80;"UVER"
31614;1499;"EF";"54662084";3666.00;"SIPO"
31615;1500;"GH";"4727745";4119.00;"SIPO"
31616;1501;"OP";"40921163";2292.00;"SIPO"
31617;1502;"IJ";"11066508";7338.00;"SIPO"
31618;1503;"OP";"11958569";3171.00;"SIPO"
31619;1504;"UV";"29212069";619.00;"SIPO"
31620;1504;"WX";"69836336";4887.00;" "
31621;1506;"UV";"28518402";9498.00;"UVER"
31622;1507;"ST";"156510";6619.00;"SIPO"
